Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2233,2233.000,3378,18582,36222,45573,53759,93141,117555,287467,428081
1,3472,3472.000,3575,17771,30400,34422,48712,58616,75949,97517,152088
2,3662,3662.000,3519,17040,28798,32767,46941,55786,63181,91530,124745
3,3656,3656.000,3348,17168,25728,32886,46314,56083,74971,97631,152754
4,3639,3639.000,3455,17231,25122,32836,46570,56612,68126,99799,150867
5,3657,3657.000,3386,16909,24844,32817,46703,56231,72438,94349,138211
6,3700,3700.000,3464,16614,25427,32497,46598,55567,65888,94696,147655
7,3816,3816.000,3496,16533,21972,31426,45612,54683,60877,90797,127554
8,3225,3225.000,3449,16532,24824,37120,46357,57159,88382,206628,284277
9,2919,2919.000,3508,18106,32959,45443,51221,90580,174805,232580,278496
10,1983,1983.000,3474,35211,45201,62325,60750,82025,293716,363591,409948
11,2263,2263.000,3358,30675,46204,60192,60031,78462,301823,397833,432872
12,1844,1844.000,3350,34122,47688,47585,61785,76585,90281,105949,141167
13,1942,1942.000,3326,31157,45104,61770,63076,86832,290509,329232,361239
14,1873,1873.000,3474,33845,44883,64874,60102,81645,348103,365742,407157
15,1665,1665.000,3339,32789,47122,70727,62856,82982,394334,424665,502775
16,1741,1741.000,3278,31753,50820,69293,67730,94746,337593,379664,408266
17,2091,2091.000,3237,32732,49610,61810,67850,89622,230355,324867,383308
18,2381,2381.000,3315,33382,46755,59077,62410,83272,229939,332540,387954
19,1880,1880.000,3495,35288,47405,48204,60101,72310,84098,105656,177491
20,2122,2122.000,3480,36265,49997,56883,67731,90066,164325,196198,251658
21,2266,2266.000,3506,33947,44788,51905,60272,79007,163274,213499,256870
22,2245,2245.000,3446,35206,47075,54427,61179,83644,169939,214724,247556
23,2413,2413.000,3330,30338,44641,62330,61086,80140,128591,411242,459710
24,2248,2248.000,3452,21524,38436,38428,52317,64427,74479,101695,144320
25,2512,2512.000,3414,37612,46623,48988,60930,76240,86626,107935,167876
26,2811,2811.000,3446,17926,36657,42537,50758,62541,95820,226323,272966
27,2542,2542.000,3415,35045,44786,47372,63548,74819,83433,104557,150496
28,2399,2399.000,3308,32658,46019,49897,61559,82988,108879,135942,204309
29,2550,2550.000,3429,33650,45276,47102,63805,76916,84928,104893,152657
30,2306,2306.000,3499,33576,44244,52137,62022,81983,139544,199764,281690
31,2186,2186.000,3452,33805,48497,65204,67323,84580,353478,379273,424779
32,2051,2051.000,3446,32426,43858,46685,61794,76188,84564,104840,133719
33,2237,2237.000,3200,35445,48171,53853,64278,79628,138561,191226,237175
34,2532,2532.000,3440,34764,46357,61575,65041,85630,119096,379540,448428
35,1762,1762.000,3398,35817,47549,47808,62330,75446,85234,101559,131967
36,2306,2306.000,3314,31466,44704,52228,62290,82906,125339,209561,262293
37,2018,2018.000,3418,32549,46534,61768,62490,81881,291805,337185,377505
38,2559,2559.000,3501,33339,45064,44904,57650,68009,76936,100323,136925
39,1858,1858.000,3397,32885,47006,64243,61921,84603,304900,392098,488371
40,2415,2415.000,3335,35853,44595,56455,62415,82099,162090,268916,353323
41,2272,2272.000,3396,31850,46591,46196,60474,75324,82828,99461,137452
42,2124,2124.000,3148,33602,46499,55870,61782,84640,207278,244284,270144
43,2536,2536.000,3363,34845,45628,48040,64070,74962,90494,110109,170748
44,2296,2296.000,3333,36371,46249,51571,62765,77996,107534,150718,197012
45,2086,2086.000,3393,37616,48087,57921,65806,89963,179987,218165,309283
46,2299,2299.000,3423,32055,45270,52844,62910,81150,140166,188632,271970
47,2402,2402.000,3408,33923,51546,49164,63750,75690,88678,108689,167113
48,2119,2119.000,3473,30911,44455,55638,59928,81778,239740,269511,350062
