Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,657,657.000,1283,10752,18620,122938,53233,473489,833179,1179145,1252703
1,3245,3245.000,1256,18221,25894,29825,36879,50542,61423,96964,292506
2,4810,4810.000,1225,17571,23439,24932,31598,38544,44353,59138,102649
3,4916,4916.000,1262,16780,22269,24329,31731,39199,46783,60426,90048
4,5193,5193.000,1203,16586,21865,23106,29516,35175,40678,54610,77698
5,5243,5243.000,1189,17038,22069,22914,29017,34970,40287,52573,74187
6,5084,5084.000,1202,16759,22659,23580,30258,36120,43147,54289,81329
7,5225,5225.000,1249,16288,21657,22873,29012,35358,42193,54847,79477
8,5302,5302.000,1207,16617,21040,22656,28843,35165,41185,53337,80583
9,5295,5295.000,1247,16379,21168,22628,28740,34941,40914,53914,83151
10,5119,5119.000,1244,15937,21531,23441,30443,37878,43993,56891,80671
11,5370,5370.000,1139,15563,21018,22307,28750,35530,41691,55114,81481
12,5423,5423.000,1087,15818,20683,22116,28413,33694,39591,53117,76718
13,5516,5516.000,1177,16015,20616,21713,27724,33378,38111,51295,77738
14,5272,5272.000,1183,15825,20952,22862,29407,36603,42539,56570,83278
15,5295,5295.000,1089,15848,20974,22539,28934,35656,42485,54026,72749
16,5401,5401.000,1206,16212,21045,22228,28193,34224,39705,51764,86984
17,5508,5508.000,1145,15816,21239,21886,27625,33308,38924,50327,66639
18,5182,5182.000,1118,16497,21719,23017,29054,35665,42105,55988,87399
19,5329,5329.000,1172,16179,21784,22533,28494,34356,40288,52368,78990
20,5334,5334.000,1194,16164,21560,22466,28528,34340,40263,52717,70777
21,5391,5391.000,1159,16507,21096,22287,28389,33886,39698,53112,83088
22,5549,5549.000,1158,15262,20173,21515,27401,33235,39330,51782,73802
23,5397,5397.000,1203,15723,21012,22415,28489,34998,42138,54079,80558
24,5514,5514.000,1171,15966,20434,21597,27526,32916,37239,50089,68556
