Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,46530,46530.000,1234,1757,2137,2652,2932,4114,5525,9685,32830
1,49043,49043.000,1197,1559,1865,2546,2916,4542,5796,9058,26223
2,47980,47980.000,1176,1583,1932,2603,2984,4543,5922,9378,53340
3,46047,46047.000,1202,1629,2055,2712,3175,4773,6052,9370,35929
4,41680,41680.000,1182,1691,2238,2997,3547,5421,7048,10946,39714
5,40068,40068.000,1190,1776,2388,3116,3751,5565,7200,10872,44288
6,36539,36539.000,1192,1853,2596,3426,4136,6319,8275,12645,62141
7,34351,34351.000,1175,1877,2648,3630,4321,6957,9169,14653,37570
8,34027,34027.000,1199,2003,2794,3674,4290,6611,9187,14301,34996
9,32395,32395.000,1177,2003,2871,3859,4519,7105,9790,16643,43332
10,31260,31260.000,1192,2095,2972,4000,4594,7450,10295,17143,38640
11,29976,29976.000,1185,2040,2990,4162,4850,8122,11203,18354,48770
12,29753,29753.000,1202,2148,3106,4211,4917,7971,10855,17991,49123
13,30276,30276.000,1172,2135,3087,4116,4844,7663,10591,17130,44027
14,29813,29813.000,1181,2130,3060,4188,4854,8047,11158,18246,59321
15,29926,29926.000,1199,2161,3113,4176,4895,7802,10916,17290,42148
16,28756,28756.000,1184,2058,3064,4349,5159,8673,11747,19164,40615
17,28385,28385.000,1181,2147,3167,4411,5113,8609,11803,19763,140573
18,29116,29116.000,1187,2117,3065,4279,4924,8307,11564,19211,41317
19,29443,29443.000,1201,2092,3066,4254,4895,8336,11472,18839,54449
20,29608,29608.000,1166,2125,3069,4212,4905,8137,11105,18238,59035
21,29480,29480.000,1189,2080,3039,4247,4978,8213,11384,19258,46872
22,29355,29355.000,1185,2046,2958,4245,4816,8235,11828,20349,41984
23,29794,29794.000,1169,2081,2983,4193,4765,8138,11557,19181,53027
24,29648,29648.000,1176,2080,3000,4220,4838,8230,11612,19256,40981
25,30037,30037.000,1166,2054,2991,4162,4784,7982,11265,19380,55787
26,30236,30236.000,1193,1999,2879,4124,4685,8044,11362,19683,56260
27,29676,29676.000,1189,2018,2902,4211,4733,8318,11977,19674,55986
28,30019,30019.000,1165,2008,2892,4166,4679,8383,11750,19026,54084
29,30941,30941.000,1179,2025,2874,4034,4557,7900,10880,18575,40973
30,30526,30526.000,1174,1966,2807,4094,4627,8298,11458,19122,55223
31,30428,30428.000,1167,1934,2810,4116,4736,8218,11396,20051,50028
32,31184,31184.000,1184,1969,2817,3996,4647,7867,10792,17559,36003
33,31600,31600.000,1173,1955,2737,3957,4382,7818,11337,18333,46549
34,31589,31589.000,1186,1965,2782,3955,4442,7815,10888,18124,42587
35,31245,31245.000,1188,1934,2748,4005,4443,7851,11239,19787,51192
36,31453,31453.000,1191,1934,2756,3971,4541,7984,11081,18026,33827
